scorer,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000,DLC_resnet50_YlSsEnetCh01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11,bodypart12,bodypart12,bodypart12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
4837,185.654,49.243,1.0,186.03,59.824,1.0,186.181,73.076,1.0,183.536,89.134,1.0,168.771,103.442,1.0,150.888,107.19,1.0,127.799,102.647,1.0,113.419,88.007,1.0,105.18,71.772,1.0,110.711,47.913,1.0,121.52,30.186,1.0,135.773,24.28,1.0
4838,185.612,49.157,1.0,186.026,59.754,1.0,186.12,73.047,1.0,183.456,89.118,1.0,168.648,103.413,1.0,150.947,107.218,1.0,127.758,102.717,1.0,113.35,88.247,1.0,105.361,71.837,1.0,110.74,47.838,1.0,121.815,30.211,1.0,134.449,23.32,1.0
4839,185.515,49.057,1.0,186.047,59.596,1.0,186.275,72.819,1.0,183.449,89.018,1.0,168.545,103.303,1.0,150.798,107.13,1.0,127.587,102.739,1.0,113.247,88.055,1.0,105.374,71.007,1.0,110.924,47.387,1.0,121.793,29.792,1.0,134.706,22.967,1.0
4840,185.534,48.898,1.0,186.057,59.385,1.0,186.317,72.61,1.0,183.343,88.769,1.0,168.344,103.057,1.0,151.013,106.865,1.0,127.929,102.536,1.0,113.416,87.935,1.0,105.41,71.408,1.0,110.877,47.436,1.0,121.86,33.326,1.0,134.726,23.02,1.0
4841,185.579,48.877,1.0,186.152,59.341,1.0,186.334,72.58,1.0,183.229,88.751,1.0,168.363,102.794,1.0,150.95,106.712,1.0,127.95,102.712,1.0,113.594,87.973,1.0,105.478,71.293,1.0,111.01,47.584,1.0,121.857,33.061,1.0,134.693,22.929,1.0
4842,185.584,48.896,1.0,186.127,59.339,1.0,186.342,72.51,1.0,183.438,88.569,1.0,168.59,102.798,1.0,151.333,106.717,1.0,128.022,102.77,1.0,113.777,87.81,1.0,105.497,71.075,1.0,111.097,47.378,1.0,122.047,33.046,1.0,134.85,22.866,1.0
4843,185.671,48.879,1.0,186.165,59.375,1.0,186.358,72.778,1.0,183.163,88.781,1.0,168.392,103.049,1.0,150.703,106.464,1.0,128.096,102.631,1.0,113.563,87.803,1.0,105.344,70.916,1.0,110.996,47.055,1.0,121.957,32.99,1.0,134.671,22.85,1.0
4844,185.734,48.892,1.0,186.248,59.367,1.0,186.405,72.729,1.0,183.387,88.771,1.0,168.613,103.141,1.0,151.09,106.542,1.0,128.178,102.596,1.0,113.609,87.925,1.0,105.578,71.122,1.0,111.176,47.266,1.0,122.264,32.488,1.0,136.227,24.264,1.0
4845,185.695,48.969,1.0,186.191,59.382,1.0,186.344,72.587,1.0,183.478,88.451,1.0,168.853,103.127,1.0,151.355,106.592,1.0,128.563,102.747,1.0,113.968,87.961,1.0,105.598,71.27,1.0,111.151,47.341,1.0,122.02,32.821,1.0,134.472,22.873,1.0
4846,185.627,48.868,1.0,186.136,59.333,1.0,186.234,72.561,1.0,183.554,88.182,1.0,168.492,103.115,1.0,151.392,106.568,1.0,128.356,102.717,1.0,113.922,87.774,1.0,105.552,71.043,1.0,111.183,47.306,1.0,122.063,32.562,1.0,134.593,22.843,1.0
4847,185.612,48.922,1.0,186.097,59.393,1.0,186.155,72.665,1.0,183.428,88.411,1.0,168.373,103.349,1.0,151.099,106.525,1.0,128.083,102.688,1.0,113.707,87.873,1.0,105.403,70.731,1.0,111.124,47.134,1.0,122.06,32.694,1.0,136.289,24.08,1.0
4848,185.915,49.359,1.0,186.195,60.195,1.0,186.375,73.47,1.0,184.39,88.808,1.0,169.31,103.771,1.0,150.9,106.654,1.0,127.913,102.754,1.0,113.735,87.76,1.0,105.376,71.553,1.0,110.857,47.62,1.0,121.738,32.848,1.0,135.279,22.47,1.0
4849,185.987,49.222,1.0,186.308,60.047,1.0,186.438,73.314,1.0,184.201,88.587,1.0,168.943,103.496,1.0,151.027,106.483,1.0,128.064,102.686,1.0,113.684,87.612,1.0,105.456,71.567,1.0,110.672,47.927,1.0,121.404,33.195,1.0,134.57,22.765,1.0
4850,185.921,49.189,1.0,186.217,59.905,1.0,186.353,73.014,1.0,183.925,87.967,1.0,168.863,102.933,1.0,151.002,106.301,1.0,128.1,102.603,1.0,113.744,87.514,1.0,105.385,71.566,1.0,110.753,47.91,1.0,121.397,33.119,1.0,136.23,24.445,1.0
4851,185.865,49.09,1.0,186.253,59.863,1.0,186.315,72.955,1.0,183.814,88.05,1.0,168.913,103.222,1.0,151.097,106.469,1.0,128.125,102.385,1.0,113.707,87.391,1.0,105.329,71.109,1.0,110.847,48.3,1.0,121.947,33.159,1.0,135.457,22.56,1.0
4852,185.852,48.999,1.0,186.299,59.765,1.0,186.261,73.039,1.0,183.571,88.298,1.0,168.713,103.107,1.0,150.987,106.558,1.0,128.12,102.343,1.0,113.717,87.455,1.0,105.154,71.326,1.0,110.682,47.97,1.0,121.787,33.066,1.0,134.836,22.564,1.0
4853,185.917,49.104,1.0,186.401,59.751,1.0,186.38,72.923,1.0,183.713,88.362,1.0,168.841,102.642,1.0,151.231,106.654,1.0,128.421,102.447,1.0,113.811,87.93,1.0,105.626,71.664,1.0,111.178,48.125,1.0,122.157,32.945,1.0,136.832,24.758,1.0
4854,185.932,49.168,1.0,186.346,59.906,1.0,186.378,73.446,1.0,183.551,88.74,1.0,168.908,102.803,1.0,151.227,106.672,1.0,128.019,102.385,1.0,113.645,87.59,1.0,105.403,71.104,1.0,110.964,48.019,1.0,121.902,32.611,1.0,136.558,24.286,1.0
4855,185.811,48.951,1.0,186.244,59.646,1.0,186.368,73.265,1.0,183.029,88.559,1.0,168.368,102.317,1.0,150.91,106.523,1.0,127.847,102.405,1.0,113.713,87.708,1.0,105.374,71.246,1.0,110.819,47.889,1.0,121.644,32.835,1.0,136.278,23.541,1.0
4856,185.818,49.026,1.0,186.299,59.69,1.0,186.281,73.186,1.0,183.35,88.668,1.0,168.729,102.817,1.0,151.146,106.682,1.0,128.222,102.597,1.0,113.795,87.722,1.0,105.466,71.252,1.0,110.908,47.938,1.0,122.265,32.933,1.0,136.002,23.717,1.0
4857,185.806,49.095,1.0,186.299,59.667,1.0,186.227,73.073,1.0,183.364,88.346,1.0,168.776,102.642,1.0,151.364,106.713,1.0,128.355,102.591,1.0,113.812,87.903,1.0,105.564,71.332,1.0,110.856,47.729,1.0,121.937,32.997,1.0,136.049,24.105,1.0
4858,185.774,49.092,1.0,186.22,59.767,1.0,186.168,72.877,1.0,183.551,87.848,1.0,168.433,102.855,1.0,150.895,106.651,1.0,128.07,102.61,1.0,113.505,87.708,1.0,105.303,71.067,1.0,110.926,47.176,1.0,122.13,33.007,1.0,136.527,24.527,1.0
4859,185.808,49.111,1.0,186.25,59.876,1.0,186.123,73.157,1.0,183.324,88.617,1.0,168.266,103.083,1.0,150.615,106.708,1.0,127.649,102.597,1.0,113.666,87.674,1.0,105.319,71.112,1.0,111.103,47.232,1.0,122.416,33.27,1.0,135.719,22.574,1.0
4860,185.843,49.314,1.0,186.274,59.897,1.0,186.452,72.851,1.0,184.131,88.323,1.0,169.008,102.959,1.0,151.374,106.971,1.0,128.318,102.631,1.0,113.371,88.582,1.0,105.557,71.874,1.0,111.11,48.349,1.0,121.991,33.561,1.0,134.667,23.02,1.0
4861,185.76,49.367,1.0,186.226,59.907,1.0,186.461,72.863,1.0,184.217,88.216,1.0,169.095,102.917,1.0,151.584,106.895,1.0,128.698,102.571,1.0,113.556,88.592,1.0,105.517,72.14,1.0,111.142,48.368,1.0,122.167,33.715,1.0,135.099,23.028,1.0
4862,185.799,49.112,1.0,186.333,59.772,1.0,186.638,72.523,1.0,183.934,87.869,1.0,168.716,102.944,1.0,150.886,106.75,1.0,128.295,102.182,1.0,113.653,87.928,1.0,105.607,71.329,1.0,111.24,47.608,1.0,122.315,33.681,1.0,135.63,22.772,1.0
4863,185.844,48.914,1.0,186.408,59.575,1.0,186.865,72.214,1.0,184.013,87.897,1.0,168.789,102.996,1.0,150.831,106.804,1.0,128.177,102.347,1.0,113.441,87.959,1.0,105.55,71.441,1.0,111.171,47.313,1.0,122.393,33.41,1.0,135.429,22.634,1.0
4864,185.748,48.825,1.0,186.327,59.488,1.0,186.828,72.046,1.0,184.056,87.476,1.0,168.928,102.834,1.0,151.131,106.76,1.0,128.568,102.507,1.0,113.523,88.383,1.0,105.538,71.928,1.0,110.812,48.091,1.0,122.088,30.082,1.0,135.009,23.013,1.0
4865,185.788,48.859,1.0,186.352,59.54,1.0,186.81,72.186,1.0,184.043,87.733,1.0,168.905,102.732,1.0,151.095,106.699,1.0,128.64,102.483,1.0,113.493,88.288,1.0,105.305,71.851,1.0,110.738,47.889,1.0,122.05,30.154,1.0,134.537,23.094,1.0
4866,185.658,48.788,1.0,186.211,59.474,1.0,186.741,72.099,1.0,183.904,87.653,1.0,168.763,102.676,1.0,151.014,106.776,1.0,128.43,102.416,1.0,113.652,88.409,1.0,105.551,71.887,1.0,110.775,48.151,1.0,122.097,30.044,1.0,134.623,23.002,1.0
4867,185.667,48.821,1.0,186.274,59.548,1.0,186.796,72.274,1.0,183.834,88.027,1.0,168.894,102.945,1.0,151.061,106.809,1.0,128.382,102.349,1.0,113.563,88.392,1.0,105.803,71.745,1.0,111.226,47.997,1.0,122.324,30.251,1.0,135.111,22.618,1.0
4868,185.639,48.677,1.0,186.243,59.402,1.0,186.82,72.04,1.0,183.757,87.799,1.0,168.779,102.897,1.0,150.965,106.816,1.0,128.19,102.409,1.0,113.637,88.351,1.0,105.58,71.82,1.0,110.901,47.843,1.0,121.921,33.171,1.0,134.431,22.775,1.0
4869,185.702,48.698,1.0,186.274,59.345,1.0,186.756,72.088,1.0,183.823,87.877,1.0,168.598,102.841,1.0,150.832,106.724,1.0,128.234,102.357,1.0,113.715,88.263,1.0,105.444,71.744,1.0,110.645,47.709,1.0,121.582,30.246,1.0,134.347,23.103,1.0
4870,185.69,48.715,1.0,186.276,59.359,1.0,186.777,72.127,1.0,183.815,87.699,1.0,168.707,102.65,1.0,151.156,106.537,1.0,128.332,102.262,1.0,113.7,88.029,1.0,105.491,71.577,1.0,111.011,47.382,1.0,121.609,33.018,1.0,134.616,22.804,1.0
4871,185.706,48.735,1.0,186.302,59.305,1.0,186.8,72.213,1.0,183.512,87.91,1.0,168.531,102.591,1.0,151.142,106.6,1.0,128.121,102.233,1.0,113.642,87.938,1.0,105.737,71.233,1.0,111.217,47.601,1.0,122.216,33.204,1.0,136.465,24.586,1.0
4872,185.776,48.91,1.0,186.13,59.905,1.0,186.317,73.17,1.0,183.836,88.621,1.0,168.58,103.351,1.0,150.952,107.228,1.0,127.969,102.801,1.0,113.632,87.996,1.0,105.31,71.51,1.0,111.247,47.62,1.0,122.699,33.333,1.0,135.747,22.78,1.0
4873,185.751,48.95,1.0,186.163,59.841,1.0,186.342,73.142,1.0,183.7,88.415,1.0,168.561,102.777,1.0,150.888,106.796,1.0,128.073,103.057,1.0,113.805,88.219,1.0,105.254,71.631,1.0,110.991,48.002,1.0,121.954,30.372,1.0,134.99,23.065,1.0
4874,185.843,48.925,1.0,186.208,59.882,1.0,186.326,73.103,1.0,183.79,88.468,1.0,168.513,102.939,1.0,151.021,106.741,1.0,127.76,102.844,1.0,113.618,88.076,1.0,105.19,71.252,1.0,110.863,47.813,1.0,122.547,33.394,1.0,136.392,24.448,1.0
4875,185.904,48.955,1.0,186.313,59.831,1.0,186.481,72.91,1.0,183.794,88.379,1.0,168.5,102.594,1.0,150.822,106.558,1.0,127.966,102.631,1.0,113.798,87.745,1.0,105.386,70.938,1.0,111.074,47.714,1.0,122.75,33.32,1.0,136.921,24.759,1.0
4876,185.914,48.847,1.0,186.348,59.73,1.0,186.405,72.795,1.0,183.954,88.118,1.0,168.469,102.769,1.0,150.984,106.59,1.0,127.983,102.561,1.0,113.669,87.598,1.0,105.541,70.83,1.0,111.278,47.717,1.0,122.784,33.314,1.0,136.205,22.431,1.0
4877,185.95,48.908,1.0,186.326,59.767,1.0,186.474,72.888,1.0,184.006,88.153,1.0,168.414,102.792,1.0,150.847,106.626,1.0,127.98,102.51,1.0,113.648,87.8,1.0,105.38,71.077,1.0,110.746,48.225,1.0,122.465,33.383,1.0,136.967,24.63,1.0
4878,185.888,48.842,1.0,186.323,59.704,1.0,186.439,72.74,1.0,183.947,87.966,1.0,168.515,102.56,1.0,151.009,106.601,1.0,128.123,102.5,1.0,113.714,87.803,1.0,105.419,71.068,1.0,110.932,47.814,1.0,122.728,33.51,1.0,135.889,22.62,1.0
4879,185.86,48.823,1.0,186.312,59.697,1.0,186.394,72.673,1.0,184.057,87.773,1.0,168.658,102.831,1.0,151.192,106.648,1.0,128.195,102.519,1.0,113.831,87.736,1.0,105.592,71.147,1.0,110.881,47.93,1.0,122.809,33.49,1.0,136.054,22.584,1.0
4880,185.761,48.743,1.0,186.256,59.365,1.0,186.366,72.225,1.0,183.852,87.522,1.0,168.596,102.784,1.0,150.976,106.615,1.0,128.153,102.374,1.0,113.728,87.569,1.0,105.579,70.821,1.0,111.063,47.394,1.0,122.823,33.272,1.0,137.241,24.878,1.0
4881,185.664,48.784,1.0,186.153,59.369,1.0,186.401,72.173,1.0,183.756,87.283,1.0,168.734,102.623,1.0,151.242,106.478,1.0,128.341,102.226,1.0,113.864,87.474,1.0,105.576,70.681,1.0,111.127,47.61,1.0,122.663,33.16,1.0,137.109,24.605,1.0
4882,185.712,48.84,1.0,186.159,59.466,1.0,186.302,72.306,1.0,183.7,87.432,1.0,168.639,102.753,1.0,151.139,106.426,1.0,128.359,102.254,1.0,113.82,87.521,1.0,105.543,70.666,1.0,111.188,47.578,1.0,122.622,33.292,1.0,136.011,22.533,1.0
4883,185.762,48.83,1.0,186.264,59.437,1.0,186.333,72.292,1.0,183.71,87.492,1.0,168.904,102.645,1.0,151.282,106.303,1.0,128.326,102.342,1.0,113.876,87.554,1.0,105.584,70.367,1.0,111.202,47.739,1.0,122.718,32.804,1.0,137.362,24.868,1.0
4884,185.564,48.83,1.0,185.989,59.536,1.0,186.233,72.26,1.0,183.91,87.623,1.0,168.804,102.33,1.0,151.587,106.668,1.0,128.309,102.416,1.0,113.94,87.598,1.0,105.645,71.068,1.0,111.485,48.302,1.0,122.559,30.363,1.0,135.945,23.017,1.0
4885,185.675,48.91,1.0,186.133,59.63,1.0,186.256,72.358,1.0,183.98,87.833,1.0,168.715,102.448,1.0,151.286,106.616,1.0,127.853,102.445,1.0,113.982,87.373,1.0,105.644,70.56,1.0,111.171,48.021,1.0,122.4,30.423,1.0,136.577,24.463,1.0
4886,185.773,49.096,1.0,186.243,59.848,1.0,186.442,73.031,1.0,184.046,88.17,1.0,168.838,102.959,1.0,151.342,106.682,1.0,127.744,102.583,1.0,113.647,87.65,1.0,105.521,70.922,1.0,110.987,48.134,1.0,122.453,30.252,1.0,137.074,24.359,1.0
4887,185.735,49.182,1.0,186.104,59.951,1.0,186.283,73.007,1.0,183.907,87.887,1.0,168.718,102.908,1.0,151.067,106.376,1.0,127.905,102.26,1.0,113.961,87.26,1.0,105.408,70.557,1.0,111.114,47.69,1.0,121.966,32.921,1.0,136.979,24.235,1.0
4888,185.76,49.293,1.0,186.163,60.087,1.0,186.197,73.496,1.0,183.536,88.58,1.0,168.884,103.125,1.0,151.536,106.98,1.0,128.222,102.49,1.0,114.021,87.638,1.0,105.87,71.328,1.0,111.621,47.935,1.0,122.853,33.272,1.0,136.627,22.846,1.0
4889,185.773,49.213,1.0,186.191,59.991,1.0,186.192,73.487,1.0,183.397,88.639,1.0,168.598,103.138,1.0,150.833,106.718,1.0,127.837,102.439,1.0,113.721,87.616,1.0,105.649,71.31,1.0,111.208,47.833,1.0,122.603,33.207,1.0,135.864,22.679,1.0
4890,185.722,49.133,1.0,186.157,59.838,1.0,186.18,73.285,1.0,183.339,88.644,1.0,168.527,102.893,1.0,150.638,106.601,1.0,127.941,102.341,1.0,113.636,87.595,1.0,105.538,71.272,1.0,111.32,47.617,1.0,122.869,33.005,1.0,137.262,24.853,1.0
4891,185.679,49.052,1.0,186.163,59.771,1.0,186.224,73.131,1.0,183.352,88.55,1.0,168.526,102.631,1.0,150.524,106.52,1.0,127.856,102.375,1.0,113.679,87.64,1.0,105.484,71.326,1.0,111.351,47.586,1.0,122.977,32.99,1.0,137.341,24.793,1.0
4892,185.672,48.965,1.0,186.167,59.731,1.0,186.243,73.14,1.0,183.289,88.598,1.0,168.561,102.728,1.0,150.534,106.493,1.0,127.98,102.282,1.0,113.339,87.65,1.0,105.229,71.159,1.0,111.02,47.832,1.0,122.671,33.206,1.0,135.835,22.711,1.0
4893,185.723,48.952,1.0,186.218,59.734,1.0,186.333,73.092,1.0,183.296,88.639,1.0,168.416,102.836,1.0,150.295,106.453,1.0,128.001,102.169,1.0,113.39,87.563,1.0,105.19,70.725,1.0,110.883,47.473,1.0,122.676,32.736,1.0,137.019,24.652,1.0
4894,185.745,48.959,1.0,186.199,59.762,1.0,186.258,73.16,1.0,183.223,88.712,1.0,168.277,102.864,1.0,150.228,106.572,1.0,127.987,102.148,1.0,113.361,87.524,1.0,105.196,70.486,1.0,110.724,47.602,1.0,122.94,33.287,1.0,137.18,24.845,1.0
4895,185.682,48.889,1.0,186.137,59.748,1.0,186.2,73.228,1.0,183.096,88.862,1.0,168.265,103.132,1.0,150.401,106.677,1.0,127.774,102.077,1.0,113.625,87.598,1.0,105.358,70.672,1.0,110.763,47.343,1.0,122.643,33.288,1.0,137.035,24.531,1.0
4896,185.858,49.08,1.0,186.405,59.726,1.0,186.393,72.238,1.0,183.986,87.802,1.0,169.048,102.625,1.0,151.211,106.813,1.0,128.008,102.906,1.0,114.229,88.127,1.0,106.263,71.999,1.0,111.29,47.876,1.0,123.449,31.963,1.0,137.173,24.887,1.0
4897,185.89,49.191,1.0,186.398,59.888,1.0,186.385,72.465,1.0,183.925,87.915,1.0,168.968,102.683,1.0,151.147,106.863,1.0,127.979,102.822,1.0,114.216,88.111,1.0,106.071,71.827,1.0,111.24,47.67,1.0,122.841,32.143,1.0,136.823,24.756,1.0
4898,185.774,48.99,1.0,186.285,59.616,1.0,186.298,72.14,1.0,183.898,87.728,1.0,168.471,102.787,1.0,150.956,106.686,1.0,127.49,102.576,1.0,114.16,87.816,1.0,105.703,71.479,1.0,111.035,47.591,1.0,122.155,31.867,1.0,136.415,24.283,1.0
4899,185.756,49.062,1.0,186.252,59.585,1.0,186.346,72.108,1.0,183.938,87.552,1.0,168.532,102.883,1.0,151.004,106.727,1.0,127.818,102.349,1.0,114.36,87.702,1.0,105.527,71.335,1.0,111.054,47.666,1.0,122.809,32.024,1.0,137.314,24.569,1.0
4900,185.572,48.997,1.0,186.099,59.496,1.0,186.284,71.898,1.0,183.859,86.953,1.0,168.871,102.507,1.0,151.321,106.529,1.0,128.263,102.289,1.0,114.465,87.725,1.0,105.775,71.393,1.0,111.169,47.786,1.0,122.714,32.237,1.0,137.242,24.831,1.0
4901,185.499,48.807,1.0,186.07,59.35,1.0,186.419,71.784,1.0,183.852,87.002,1.0,168.881,102.617,1.0,151.284,106.434,1.0,128.145,102.182,1.0,114.196,87.795,1.0,105.54,71.418,1.0,110.871,47.902,1.0,122.244,31.798,1.0,136.373,24.133,1.0
4902,185.451,48.931,1.0,186.065,59.414,1.0,186.473,71.766,1.0,183.807,86.686,1.0,168.92,102.356,1.0,151.547,106.306,1.0,128.312,102.196,1.0,114.278,88.079,1.0,105.731,71.58,1.0,111.127,47.983,1.0,123.168,32.582,1.0,135.618,22.47,1.0
4903,185.484,48.886,1.0,186.099,59.348,1.0,186.508,71.734,1.0,183.802,86.672,1.0,168.96,102.29,1.0,151.546,106.433,1.0,128.04,102.339,1.0,114.025,87.967,1.0,105.529,71.498,1.0,111.082,47.973,1.0,122.934,32.43,1.0,135.868,22.306,1.0
4904,185.486,48.885,1.0,186.071,59.412,1.0,186.345,71.886,1.0,183.549,86.91,1.0,168.737,102.301,1.0,151.311,106.465,1.0,127.922,102.288,1.0,114.023,87.746,1.0,105.575,71.326,1.0,111.076,47.993,1.0,122.673,32.308,1.0,136.948,25.069,1.0
4905,185.498,48.834,1.0,186.15,59.355,1.0,186.573,71.71,1.0,184.119,86.497,1.0,169.013,101.968,1.0,151.41,106.353,1.0,127.782,102.215,1.0,113.919,87.778,1.0,105.554,71.194,1.0,111.107,47.973,1.0,122.612,32.477,1.0,137.032,25.035,1.0
4906,185.549,48.882,1.0,186.2,59.341,1.0,186.64,71.718,1.0,184.118,86.546,1.0,169.055,102.199,1.0,151.621,106.364,1.0,128.098,102.214,1.0,114.02,87.694,1.0,105.744,71.007,1.0,111.241,47.906,1.0,122.802,32.254,1.0,137.338,25.12,1.0
4907,185.501,48.93,1.0,186.104,59.432,1.0,186.621,71.858,1.0,183.98,86.517,1.0,168.966,102.219,1.0,151.445,106.289,1.0,128.148,102.237,1.0,114.027,87.788,1.0,105.448,71.13,1.0,111.14,47.671,1.0,122.655,32.381,1.0,137.29,24.844,1.0
4908,185.648,49.202,1.0,186.02,59.854,1.0,186.195,72.843,1.0,183.328,88.653,1.0,168.422,102.441,1.0,150.706,106.475,1.0,127.529,102.201,1.0,114.058,87.56,1.0,105.943,71.688,1.0,111.542,48.218,1.0,123.992,32.886,1.0,137.179,23.376,1.0
4909,185.526,49.144,1.0,185.822,59.817,1.0,186.182,73.1,1.0,182.973,88.944,1.0,168.053,102.322,1.0,150.509,106.428,1.0,127.578,102.116,1.0,114.074,87.975,1.0,105.896,72.169,1.0,111.444,48.606,1.0,123.748,30.553,1.0,136.74,23.786,1.0
4910,185.608,49.39,1.0,185.93,60.144,1.0,186.312,73.736,1.0,182.69,89.415,1.0,167.923,102.631,1.0,150.435,106.503,1.0,127.655,102.165,1.0,113.882,88.145,1.0,105.817,72.436,1.0,111.439,48.739,1.0,123.691,33.391,1.0,136.852,23.571,1.0
4911,185.638,49.274,1.0,185.999,59.985,1.0,186.405,73.51,1.0,182.87,89.392,1.0,167.955,102.779,1.0,150.286,106.561,1.0,127.626,102.187,1.0,113.755,88.021,1.0,105.707,72.195,1.0,111.458,48.574,1.0,123.629,33.138,1.0,137.055,23.162,1.0
4912,185.682,49.241,1.0,186.092,59.937,1.0,186.54,73.314,1.0,182.946,89.207,1.0,167.971,102.607,1.0,150.402,106.379,1.0,127.698,101.966,1.0,113.799,87.94,1.0,105.773,71.853,1.0,111.392,48.454,1.0,123.55,33.281,1.0,136.877,22.941,1.0
4913,185.739,49.157,1.0,186.167,59.861,1.0,186.558,73.229,1.0,183.149,89.223,1.0,168.108,102.758,1.0,150.612,106.427,1.0,127.641,102.087,1.0,113.846,87.886,1.0,105.533,71.71,1.0,111.31,47.994,1.0,123.428,33.225,1.0,136.412,22.852,1.0
4914,185.67,49.05,1.0,186.138,59.697,1.0,186.611,72.994,1.0,183.198,89.005,1.0,168.234,102.801,1.0,150.895,106.597,1.0,127.563,102.208,1.0,113.749,88.033,1.0,105.614,71.61,1.0,111.402,47.954,1.0,123.189,33.286,1.0,135.865,22.744,1.0
4915,185.633,49.095,1.0,186.077,59.692,1.0,186.53,73.12,1.0,183.153,89.13,1.0,168.24,102.878,1.0,150.915,106.55,1.0,127.782,102.206,1.0,113.78,87.982,1.0,105.566,71.495,1.0,111.346,47.974,1.0,123.541,33.477,1.0,136.243,23.001,1.0
4916,185.631,49.103,1.0,186.081,59.769,1.0,186.539,73.188,1.0,183.095,89.142,1.0,168.255,102.996,1.0,150.865,106.533,1.0,127.835,102.233,1.0,113.808,87.945,1.0,105.54,71.603,1.0,111.306,47.861,1.0,123.509,33.346,1.0,136.41,22.851,1.0
4917,185.669,49.232,1.0,186.106,59.894,1.0,186.544,73.373,1.0,183.052,89.125,1.0,168.305,102.838,1.0,150.812,106.493,1.0,127.915,102.126,1.0,114.064,87.708,1.0,105.483,71.387,1.0,111.353,47.865,1.0,123.483,33.446,1.0,136.176,22.769,1.0
4918,185.638,49.137,1.0,186.102,59.798,1.0,186.568,73.281,1.0,182.911,89.237,1.0,168.146,102.812,1.0,150.706,106.5,1.0,127.882,102.087,1.0,114.051,87.713,1.0,105.375,71.421,1.0,111.277,47.704,1.0,123.415,33.413,1.0,136.264,22.567,1.0
4919,185.619,49.024,1.0,186.101,59.73,1.0,186.579,73.126,1.0,183.025,89.14,1.0,168.197,102.823,1.0,150.705,106.427,1.0,127.72,102.077,1.0,113.87,87.622,1.0,105.343,71.385,1.0,111.153,47.861,1.0,123.437,33.437,1.0,136.169,22.741,1.0
4920,185.456,48.9,1.0,186.02,59.592,1.0,186.389,71.965,1.0,183.715,87.483,1.0,168.74,103.103,1.0,150.698,106.186,1.0,127.515,101.981,1.0,113.794,87.399,1.0,105.423,70.819,1.0,111.394,47.59,1.0,122.83,32.589,1.0,137.31,24.719,1.0
