scorer,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000,DLC_effnet_b6_PkPpEnetCh02Jun24shuffle3_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,bodypart4,bodypart4,bodypart4,bodypart5,bodypart5,bodypart5,bodypart6,bodypart6,bodypart6,bodypart7,bodypart7,bodypart7,bodypart8,bodypart8,bodypart8,bodypart9,bodypart9,bodypart9,bodypart10,bodypart10,bodypart10,bodypart11,bodypart11,bodypart11
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
575,163.141,324.355,1.0,148.354,414.981,1.0,136.652,516.671,1.0,120.053,642.756,1.0,116.164,750.108,1.0,108.2,858.141,1.0,108.137,977.75,1.0,102.594,1101.102,1.0,101.531,1220.312,1.0,108.569,1337.415,1.0,117.827,1438.052,1.0
576,162.512,323.761,1.0,149.032,415.147,1.0,136.064,517.716,1.0,120.014,644.316,1.0,115.781,751.015,1.0,108.494,858.571,1.0,107.834,978.06,1.0,102.589,1101.2,1.0,101.792,1220.947,1.0,108.283,1337.815,1.0,117.706,1437.882,1.0
577,162.785,330.977,1.0,147.948,417.112,1.0,134.917,516.692,1.0,120.242,644.549,1.0,116.646,753.011,1.0,108.298,867.037,1.0,108.007,978.281,1.0,102.543,1100.879,1.0,101.634,1220.063,1.0,107.666,1338.35,1.0,117.135,1440.447,1.0
578,163.023,324.478,1.0,147.285,415.68,1.0,134.588,521.023,1.0,119.702,636.994,1.0,115.361,761.39,1.0,108.508,871.615,1.0,108.348,979.767,1.0,102.885,1100.904,1.0,102.056,1221.417,1.0,108.03,1337.262,1.0,117.276,1438.2,1.0
579,162.853,324.845,1.0,147.742,418.171,1.0,131.176,524.326,1.0,120.66,637.304,1.0,115.414,761.325,1.0,108.876,871.075,1.0,108.24,979.838,1.0,102.945,1101.035,1.0,101.731,1221.164,1.0,107.85,1337.961,1.0,117.583,1437.895,1.0
580,163.15,325.479,1.0,146.692,421.0,1.0,130.55,524.557,1.0,121.942,635.264,1.0,115.205,761.515,1.0,107.188,873.311,1.0,108.226,980.252,1.0,102.994,1101.168,1.0,101.681,1221.218,1.0,107.856,1336.687,1.0,117.482,1437.555,1.0
581,163.495,329.94,1.0,145.132,425.641,1.0,130.772,526.094,1.0,122.615,635.201,1.0,115.14,761.354,1.0,107.167,873.273,1.0,108.225,980.194,1.0,103.007,1101.255,1.0,101.918,1222.55,1.0,108.042,1336.276,1.0,117.451,1437.693,1.0
582,163.284,325.341,1.0,145.486,421.649,1.0,132.76,529.867,1.0,121.399,636.655,1.0,115.23,761.378,1.0,107.137,873.254,1.0,108.189,980.831,1.0,105.754,1106.922,1.0,102.013,1222.69,1.0,109.358,1335.071,1.0,117.378,1437.982,1.0
583,163.204,325.805,1.0,146.687,421.82,1.0,135.296,524.903,1.0,121.305,635.686,1.0,115.193,761.32,1.0,106.959,873.018,1.0,108.162,980.977,1.0,105.706,1106.92,1.0,102.033,1223.853,1.0,109.989,1334.911,1.0,117.406,1437.764,1.0
584,163.562,329.626,1.0,145.11,423.421,1.0,137.35,523.038,1.0,121.646,635.095,1.0,115.347,761.17,1.0,108.554,872.131,1.0,108.343,980.945,1.0,105.958,1107.177,1.0,102.562,1225.89,1.0,109.71,1336.136,1.0,117.4,1437.838,1.0
585,163.392,329.632,1.0,144.915,424.274,1.0,137.506,523.082,1.0,121.288,635.673,1.0,115.105,761.158,1.0,106.969,872.873,1.0,108.343,981.052,1.0,105.967,1107.336,1.0,102.789,1226.109,1.0,110.529,1335.304,1.0,117.436,1437.548,1.0
586,163.394,329.352,1.0,144.349,423.533,1.0,137.493,523.124,1.0,120.439,636.502,1.0,115.089,761.291,1.0,108.811,871.925,1.0,108.396,980.997,1.0,105.811,1107.614,1.0,102.769,1226.194,1.0,110.298,1335.816,1.0,117.529,1437.577,1.0
587,162.627,325.532,1.0,143.614,425.03,1.0,137.132,523.582,1.0,120.931,635.832,1.0,115.046,761.565,1.0,106.742,872.55,1.0,108.339,981.742,1.0,105.946,1107.761,1.0,102.706,1225.986,1.0,110.066,1335.556,1.0,117.463,1437.855,1.0
588,163.262,329.542,1.0,143.629,425.141,1.0,137.379,523.286,1.0,121.607,634.801,1.0,114.984,761.39,1.0,106.776,872.948,1.0,108.432,981.532,1.0,106.272,1108.122,1.0,102.798,1226.021,1.0,109.353,1336.691,1.0,117.515,1438.126,1.0
589,163.044,329.406,1.0,143.561,425.049,1.0,137.325,523.282,1.0,121.309,635.412,1.0,115.035,761.44,1.0,106.899,873.013,1.0,108.489,981.569,1.0,106.31,1108.001,1.0,102.868,1225.961,1.0,109.708,1336.125,1.0,117.491,1438.125,1.0
590,163.004,329.066,1.0,143.658,425.809,1.0,136.943,522.822,1.0,121.756,635.267,1.0,115.164,761.706,1.0,106.779,872.873,1.0,108.546,981.475,1.0,106.491,1107.881,1.0,102.577,1225.748,1.0,109.322,1336.372,1.0,117.452,1438.078,1.0
591,162.295,325.969,1.0,144.026,425.718,1.0,136.836,522.266,1.0,122.886,633.749,1.0,115.049,761.651,1.0,106.654,872.723,1.0,108.551,981.639,1.0,106.59,1108.228,1.0,101.812,1223.582,1.0,109.538,1335.739,1.0,117.388,1438.125,1.0
592,163.105,328.952,1.0,144.083,424.755,1.0,136.67,522.084,1.0,124.131,632.249,1.0,115.15,761.66,1.0,106.676,872.874,1.0,108.455,981.747,1.0,106.656,1108.457,1.0,102.883,1225.867,1.0,109.467,1335.762,1.0,117.158,1440.282,1.0
593,161.892,325.898,1.0,143.742,424.166,1.0,136.352,522.308,1.0,123.891,632.566,1.0,115.012,761.852,1.0,106.606,872.931,1.0,108.549,981.66,1.0,106.591,1108.247,1.0,102.881,1225.845,1.0,109.611,1335.549,1.0,117.281,1438.276,1.0
594,162.028,325.798,1.0,143.986,423.978,1.0,136.394,518.951,1.0,123.477,633.1,1.0,115.218,761.39,1.0,106.542,872.886,1.0,108.602,981.692,1.0,106.329,1107.857,1.0,102.494,1223.86,1.0,109.518,1335.787,1.0,117.293,1438.272,1.0
595,162.228,325.306,1.0,143.937,422.877,1.0,135.829,518.895,1.0,124.075,633.239,1.0,115.007,761.512,1.0,106.86,873.373,1.0,108.505,981.375,1.0,106.254,1107.62,1.0,102.213,1223.747,1.0,109.774,1335.146,1.0,116.803,1440.823,1.0
596,162.242,325.153,1.0,143.683,421.581,1.0,135.932,519.111,1.0,123.69,633.732,1.0,114.757,761.387,1.0,106.628,873.084,1.0,108.537,981.293,1.0,106.071,1107.585,1.0,102.081,1223.587,1.0,109.8,1335.279,1.0,116.854,1440.589,1.0
597,162.102,325.21,1.0,144.291,422.484,1.0,135.709,519.515,1.0,121.297,636.357,1.0,114.968,761.549,1.0,106.689,873.445,1.0,108.462,981.294,1.0,106.12,1107.764,1.0,102.059,1223.804,1.0,109.809,1335.211,1.0,116.92,1441.257,1.0
598,161.992,325.107,1.0,144.141,420.125,1.0,134.548,521.65,1.0,120.756,636.53,1.0,115.019,761.565,1.0,106.792,873.523,1.0,108.534,980.881,1.0,106.105,1107.65,1.0,102.618,1225.735,1.0,109.721,1335.224,1.0,116.995,1441.538,1.0
599,161.807,324.771,1.0,142.094,421.494,1.0,134.424,521.143,1.0,121.002,636.309,1.0,114.255,761.652,1.0,106.693,873.332,1.0,108.459,981.24,1.0,106.1,1107.516,1.0,102.714,1225.874,1.0,109.378,1335.622,1.0,116.944,1442.077,1.0
600,161.94,324.92,1.0,145.84,417.599,1.0,134.111,518.854,1.0,121.702,629.73,1.0,114.522,751.532,1.0,107.353,883.127,1.0,100.615,996.038,1.0,101.893,1107.323,1.0,100.166,1222.055,1.0,107.813,1339.408,1.0,116.208,1444.135,1.0
601,161.817,325.164,1.0,147.26,416.251,1.0,135.391,516.467,1.0,122.986,634.745,1.0,115.213,748.892,1.0,107.675,875.573,0.9990000128746033,100.819,988.615,1.0,102.666,1108.126,1.0,100.8,1226.524,1.0,107.269,1340.412,1.0,116.355,1443.958,1.0
602,161.795,325.759,1.0,145.835,418.021,1.0,135.054,517.498,1.0,123.861,633.863,1.0,115.09,749.088,1.0,107.961,875.047,1.0,100.51,988.214,0.9950000047683716,102.619,1107.477,1.0,100.328,1222.522,1.0,107.769,1339.549,1.0,116.446,1443.265,1.0
603,161.959,326.056,1.0,145.611,419.243,1.0,134.39,518.195,1.0,122.647,634.603,1.0,114.89,749.096,1.0,108.58,875.185,1.0,100.615,988.326,1.0,102.928,1109.901,1.0,100.109,1222.358,1.0,107.893,1339.414,1.0,116.324,1436.972,1.0
604,161.807,324.876,1.0,142.153,419.909,1.0,134.422,519.424,1.0,123.337,633.805,1.0,108.698,752.046,1.0,108.169,874.6,1.0,100.577,988.059,1.0,102.659,1110.304,1.0,100.062,1222.872,1.0,108.268,1338.992,1.0,116.511,1442.431,1.0
605,161.631,323.754,1.0,144.349,419.018,1.0,134.264,520.011,1.0,123.387,634.105,1.0,114.917,748.713,1.0,108.079,874.783,1.0,100.395,987.82,1.0,102.543,1110.154,1.0,100.153,1222.671,1.0,106.926,1341.242,1.0,116.264,1441.603,1.0
606,161.693,324.16,1.0,141.378,420.704,1.0,133.578,521.145,1.0,123.688,634.456,1.0,115.224,748.173,1.0,107.923,874.266,1.0,100.736,987.988,1.0,102.533,1109.313,1.0,100.383,1226.924,1.0,109.201,1347.879,1.0,116.274,1443.039,1.0
607,161.642,323.223,1.0,146.759,416.313,1.0,135.055,519.888,1.0,123.388,641.893,0.9980000257492065,106.76,747.45,0.9990000128746033,108.897,868.75,1.0,101.177,994.663,1.0,103.114,1109.435,1.0,100.252,1227.227,1.0,106.804,1341.671,1.0,116.019,1441.657,1.0
608,161.483,323.425,1.0,144.859,417.514,1.0,131.404,519.866,1.0,123.071,635.766,0.9990000128746033,106.589,747.171,0.9599999785423279,108.708,869.572,1.0,101.011,988.146,1.0,102.873,1109.642,1.0,100.268,1226.93,1.0,106.756,1341.593,1.0,115.826,1442.175,1.0
609,161.428,323.645,1.0,146.296,416.557,1.0,132.72,520.154,1.0,124.86,634.296,0.996999979019165,106.628,747.21,0.9700000286102295,108.57,869.643,1.0,100.9,988.117,1.0,102.842,1109.972,1.0,100.062,1227.134,1.0,106.929,1341.247,1.0,116.024,1442.257,1.0
610,161.261,323.781,1.0,142.209,418.561,1.0,131.745,519.864,1.0,125.022,634.35,0.9929999709129333,106.931,747.033,0.996999979019165,108.542,868.881,1.0,100.678,987.869,1.0,102.987,1110.383,1.0,100.127,1227.023,1.0,107.612,1339.612,1.0,116.2,1437.171,1.0
611,157.997,324.736,1.0,142.093,419.055,1.0,130.959,522.088,1.0,124.919,634.527,0.9890000224113464,106.999,747.13,0.9959999918937683,108.328,868.432,1.0,100.699,987.857,1.0,103.189,1110.557,1.0,100.523,1227.101,1.0,107.32,1340.262,1.0,115.971,1436.997,1.0
612,157.997,324.674,1.0,142.296,418.565,1.0,131.611,521.506,1.0,123.538,628.753,0.9929999709129333,106.964,747.063,0.996999979019165,108.365,867.737,1.0,100.493,988.072,0.8939999938011169,103.003,1110.777,1.0,100.045,1227.128,1.0,107.3,1340.32,1.0,116.025,1437.041,1.0
613,161.109,322.881,1.0,146.667,416.174,1.0,131.886,520.903,1.0,125.635,634.013,0.984000027179718,106.955,747.149,0.9860000014305115,108.114,868.689,1.0,100.387,995.531,0.9409999847412109,103.066,1110.941,1.0,100.073,1227.281,1.0,106.664,1341.603,1.0,116.137,1437.044,1.0
614,161.082,323.612,1.0,142.236,418.436,1.0,133.26,517.496,1.0,123.883,628.36,0.9570000171661377,107.194,747.039,0.9860000014305115,108.184,866.689,1.0,100.424,1004.02,0.9869999885559082,103.037,1110.863,1.0,100.002,1226.747,1.0,106.679,1341.01,1.0,116.211,1437.137,1.0
615,158.178,324.589,1.0,146.803,416.282,1.0,135.221,513.959,1.0,123.53,628.789,0.9940000176429749,114.996,755.46,0.9900000095367432,108.498,859.589,1.0,100.528,1004.057,0.9919999837875366,103.225,1110.992,1.0,99.93,1226.855,1.0,105.798,1342.265,1.0,115.617,1442.312,1.0
616,157.937,324.75,1.0,146.969,415.647,1.0,131.226,520.38,1.0,124.486,634.531,0.9879999756813049,115.64,763.097,0.9710000157356262,107.985,866.23,1.0,100.463,1004.106,0.9990000128746033,103.17,1110.443,1.0,100.067,1226.874,1.0,106.956,1339.691,1.0,115.758,1442.221,1.0
617,158.079,325.014,1.0,140.687,420.084,1.0,131.064,523.274,1.0,122.206,619.833,0.9850000143051147,115.173,755.08,0.9919999837875366,108.065,867.026,1.0,100.49,1003.963,1.0,103.149,1110.429,1.0,100.315,1226.816,1.0,107.533,1339.043,1.0,115.926,1442.332,1.0
618,160.963,324.129,1.0,141.158,419.753,1.0,131.874,525.61,1.0,122.156,620.05,0.9700000286102295,115.123,755.085,0.9940000176429749,108.002,867.944,1.0,100.493,1003.97,1.0,103.089,1110.174,1.0,100.308,1226.763,1.0,109.598,1337.052,1.0,115.868,1442.299,1.0
619,160.815,323.105,1.0,141.632,419.347,1.0,130.925,522.38,1.0,122.97,619.109,0.9819999933242798,107.274,739.863,0.9990000128746033,107.703,867.627,1.0,100.585,1004.079,1.0,103.217,1110.75,1.0,100.355,1226.883,1.0,107.946,1333.994,1.0,116.238,1436.978,1.0
620,157.558,323.666,1.0,141.465,419.63,1.0,131.349,523.301,1.0,122.067,612.83,0.9900000095367432,115.093,754.513,1.0,107.825,868.674,1.0,100.605,1004.015,1.0,102.625,1111.392,1.0,100.254,1226.656,1.0,107.836,1332.78,1.0,116.185,1436.7,1.0
621,157.695,324.232,1.0,140.418,419.999,1.0,132.455,530.296,1.0,122.454,612.713,0.9739999771118164,115.156,747.797,0.9990000128746033,107.889,868.307,1.0,100.732,1004.041,1.0,102.633,1111.266,1.0,99.736,1221.716,1.0,108.101,1333.48,1.0,116.365,1436.898,1.0
622,157.911,324.612,1.0,139.649,421.037,1.0,132.601,532.041,1.0,123.466,619.167,0.8970000147819519,114.807,753.711,1.0,107.699,867.981,1.0,101.178,996.711,1.0,102.552,1111.182,1.0,99.605,1222.544,1.0,108.134,1333.435,1.0,116.277,1436.821,1.0
623,160.969,323.852,1.0,140.143,426.351,1.0,132.589,533.706,1.0,122.636,612.491,0.9879999756813049,114.848,754.072,1.0,107.584,867.554,1.0,101.16,996.713,1.0,102.174,1109.938,1.0,99.59,1222.516,1.0,108.157,1333.199,1.0,116.235,1436.989,1.0
624,161.046,323.697,1.0,139.504,421.659,1.0,132.05,533.416,1.0,122.668,612.552,0.9900000095367432,114.919,754.006,1.0,107.529,867.595,1.0,101.154,996.778,1.0,102.424,1110.553,1.0,99.64,1222.464,1.0,108.172,1333.302,1.0,116.435,1437.124,1.0
625,160.937,324.104,1.0,140.102,426.357,1.0,132.434,532.516,1.0,123.517,619.389,0.8930000066757202,115.237,755.975,1.0,107.442,867.729,1.0,100.841,1003.881,1.0,102.314,1110.113,1.0,99.606,1222.433,1.0,108.301,1333.349,1.0,116.007,1436.703,1.0
626,161.101,322.586,1.0,140.022,421.146,1.0,132.82,530.892,1.0,124.46,628.114,0.8840000033378601,115.096,754.343,1.0,107.989,858.662,1.0,100.795,1004.07,1.0,101.708,1109.041,1.0,99.393,1220.985,1.0,108.3,1333.325,1.0,116.0,1436.481,1.0
627,161.139,322.497,1.0,139.912,421.499,1.0,132.948,529.999,1.0,124.469,627.697,0.9039999842643738,114.85,754.438,1.0,107.691,858.895,1.0,100.653,1004.002,1.0,102.16,1108.624,1.0,99.541,1221.527,1.0,108.402,1333.056,1.0,115.771,1436.343,1.0
628,161.211,322.68,1.0,140.132,421.018,1.0,132.985,530.753,1.0,124.178,628.348,0.9200000166893005,107.393,747.88,0.9990000128746033,107.087,857.982,1.0,100.782,1004.355,1.0,102.114,1108.893,1.0,99.606,1222.48,1.0,108.253,1332.928,1.0,115.898,1436.425,1.0
629,160.99,322.691,1.0,139.945,421.939,1.0,132.339,529.911,1.0,125.841,633.961,0.9169999957084656,107.091,747.749,0.9990000128746033,106.793,868.095,1.0,100.837,1004.153,1.0,102.071,1108.748,1.0,99.555,1222.272,1.0,108.09,1333.011,1.0,116.627,1437.214,1.0
630,160.971,322.688,1.0,139.903,421.713,1.0,132.574,529.869,1.0,124.571,627.373,0.9169999957084656,107.199,747.368,0.9980000257492065,107.275,874.357,1.0,101.194,996.878,1.0,101.587,1107.497,1.0,99.747,1221.85,1.0,107.913,1332.688,1.0,116.658,1437.169,1.0
631,160.975,322.362,1.0,140.74,420.405,1.0,131.114,524.318,1.0,124.963,634.358,0.9079999923706055,114.905,746.812,1.0,106.828,867.952,1.0,100.539,1003.959,1.0,101.624,1108.028,1.0,99.857,1222.382,1.0,107.934,1332.76,1.0,116.571,1437.029,1.0
632,161.089,322.301,1.0,140.939,420.353,1.0,131.082,523.972,1.0,124.503,643.031,0.9750000238418579,114.837,746.826,1.0,106.847,867.803,1.0,100.524,1003.949,1.0,101.473,1107.786,1.0,99.395,1222.314,1.0,107.947,1332.566,1.0,116.497,1437.131,1.0
633,161.088,321.674,1.0,141.234,420.011,1.0,131.498,529.362,1.0,124.937,643.348,0.9750000238418579,114.95,746.766,1.0,107.04,874.529,1.0,100.988,995.998,1.0,101.354,1108.29,1.0,100.258,1221.063,1.0,107.809,1332.88,1.0,116.409,1437.18,1.0
634,161.106,321.528,1.0,140.726,420.077,1.0,131.86,529.437,1.0,123.888,651.02,0.996999979019165,115.05,746.998,1.0,107.03,868.929,1.0,100.448,1004.073,1.0,100.949,1107.937,0.996999979019165,100.185,1220.573,1.0,107.812,1332.026,1.0,116.365,1437.14,1.0
635,161.12,321.818,1.0,140.82,420.295,1.0,131.341,524.565,1.0,124.175,643.461,0.9900000095367432,114.68,746.691,1.0,107.233,868.916,1.0,101.068,996.63,1.0,101.416,1107.929,1.0,100.078,1222.064,1.0,107.608,1331.845,1.0,116.4,1437.28,1.0
636,156.965,323.392,1.0,141.644,419.231,1.0,130.605,524.911,1.0,122.928,611.206,0.9670000076293945,114.949,748.721,1.0,108.698,860.059,1.0,108.087,980.69,0.9980000257492065,101.593,1107.96,1.0,100.503,1221.267,1.0,107.31,1324.527,1.0,116.277,1436.524,1.0
637,157.01,323.685,1.0,141.347,419.759,1.0,130.663,522.971,1.0,125.308,643.771,0.9549999833106995,114.99,748.671,1.0,108.394,868.791,1.0,100.862,971.978,1.0,100.886,1108.05,0.9990000128746033,100.763,1220.06,1.0,108.858,1321.494,1.0,116.316,1436.408,1.0
638,157.04,323.644,1.0,142.182,418.916,1.0,131.204,529.715,1.0,123.927,644.086,0.9760000109672546,114.665,747.838,1.0,108.298,867.591,1.0,100.95,971.718,1.0,100.872,1107.586,0.9990000128746033,101.004,1220.104,1.0,107.136,1324.783,1.0,116.345,1436.482,1.0
639,156.952,323.875,1.0,141.755,419.257,1.0,131.624,531.278,1.0,122.637,645.178,0.9940000176429749,114.797,748.284,1.0,108.362,868.586,1.0,101.155,972.076,1.0,100.418,1107.435,0.9929999709129333,101.109,1220.056,1.0,106.856,1325.317,1.0,116.365,1436.403,1.0
640,157.147,323.911,1.0,140.96,426.451,1.0,130.943,540.448,1.0,120.325,651.128,1.0,106.487,762.171,1.0,107.924,874.013,1.0,101.234,979.707,1.0,101.151,1099.338,1.0,101.247,1216.588,1.0,104.722,1326.803,1.0,115.861,1429.615,1.0
641,157.144,323.128,1.0,139.778,427.289,1.0,131.433,542.91,1.0,118.687,652.991,1.0,113.555,762.184,1.0,107.53,873.507,1.0,101.193,980.048,1.0,101.039,1099.288,1.0,101.125,1215.795,1.0,106.809,1323.55,1.0,115.218,1428.998,1.0
642,157.205,322.408,1.0,139.931,426.941,1.0,130.673,542.332,1.0,117.459,653.834,1.0,113.276,762.22,1.0,107.596,873.616,1.0,101.224,980.152,1.0,101.05,1099.459,1.0,101.272,1215.98,1.0,106.642,1324.133,1.0,115.146,1429.694,1.0
643,157.182,322.447,1.0,138.76,428.318,1.0,129.65,543.595,1.0,117.208,654.055,1.0,113.465,762.19,1.0,107.217,873.09,1.0,101.27,980.59,1.0,101.274,1099.672,1.0,101.203,1215.774,1.0,105.54,1325.576,1.0,115.479,1428.791,1.0
644,157.281,322.622,1.0,142.998,433.393,1.0,129.478,544.875,1.0,117.399,654.043,1.0,113.364,762.499,1.0,108.223,871.875,1.0,101.307,980.964,1.0,101.394,1099.382,1.0,101.199,1213.747,1.0,106.552,1324.268,1.0,116.279,1428.588,1.0
645,157.283,322.614,1.0,142.106,434.006,1.0,129.251,545.611,1.0,119.43,654.787,1.0,113.581,761.687,1.0,107.991,872.092,1.0,101.551,981.083,1.0,101.334,1099.38,1.0,101.304,1213.848,1.0,106.252,1325.011,1.0,115.994,1427.998,1.0
646,157.289,323.004,1.0,141.66,434.524,1.0,128.699,546.025,1.0,116.969,655.1,1.0,113.599,762.487,1.0,106.577,872.605,1.0,101.443,980.912,1.0,101.305,1099.339,1.0,101.302,1213.866,1.0,106.871,1323.855,1.0,115.991,1427.519,1.0
647,157.419,323.136,1.0,141.933,434.311,1.0,128.692,545.982,1.0,117.055,655.081,1.0,113.776,762.287,1.0,106.514,872.601,1.0,101.495,980.89,1.0,101.263,1099.21,1.0,101.434,1213.775,1.0,106.787,1324.114,1.0,115.975,1427.915,1.0
648,157.39,323.142,1.0,142.714,434.079,1.0,129.975,543.274,1.0,116.888,655.056,1.0,113.845,762.163,1.0,106.438,872.806,1.0,101.648,981.212,1.0,101.523,1099.381,1.0,101.491,1215.379,1.0,106.752,1323.973,1.0,116.068,1427.619,1.0
649,157.274,323.078,1.0,142.192,434.24,1.0,129.18,543.882,1.0,116.222,655.815,1.0,113.683,762.135,1.0,106.385,872.9,1.0,101.804,981.628,1.0,101.585,1099.452,1.0,101.561,1213.543,1.0,106.439,1324.298,1.0,116.033,1427.984,1.0
650,157.188,323.082,1.0,142.011,434.303,1.0,128.942,544.527,1.0,116.54,654.952,1.0,113.624,761.86,1.0,106.32,872.837,1.0,101.751,981.569,1.0,101.585,1099.464,1.0,101.623,1213.331,1.0,106.356,1324.721,1.0,116.204,1427.594,1.0
651,157.144,323.066,1.0,142.264,434.227,1.0,128.869,544.947,1.0,116.704,654.859,1.0,113.713,761.741,1.0,106.387,872.657,1.0,101.773,981.383,1.0,101.603,1099.463,1.0,101.63,1213.321,1.0,106.354,1324.96,1.0,116.243,1427.737,1.0
652,157.116,322.808,1.0,142.338,434.235,1.0,128.884,544.511,1.0,116.505,655.266,1.0,113.647,761.872,1.0,106.534,872.658,1.0,101.67,980.925,1.0,101.596,1099.522,1.0,101.836,1213.408,1.0,106.263,1324.95,1.0,116.209,1427.519,1.0
653,157.06,322.825,1.0,141.958,434.424,1.0,129.0,544.188,1.0,118.03,655.091,1.0,113.679,762.119,1.0,107.125,873.206,1.0,101.705,980.802,1.0,101.589,1099.459,1.0,102.093,1213.106,1.0,106.281,1324.356,1.0,116.097,1427.532,1.0
654,157.111,322.72,1.0,142.085,433.9,1.0,128.708,544.609,1.0,118.71,653.786,1.0,113.537,761.928,1.0,106.938,873.47,1.0,101.861,982.094,1.0,101.585,1099.435,1.0,101.86,1213.393,1.0,106.306,1324.142,1.0,116.033,1427.342,1.0
655,157.268,322.865,1.0,143.299,432.792,1.0,128.676,544.339,1.0,119.434,653.975,1.0,113.707,762.119,1.0,106.89,873.308,1.0,101.895,981.388,1.0,101.703,1099.389,1.0,101.31,1213.636,1.0,105.454,1325.826,1.0,115.85,1429.994,1.0
656,157.017,323.154,1.0,139.752,428.321,1.0,129.254,543.574,1.0,118.332,653.937,1.0,113.516,762.235,1.0,107.124,873.38,1.0,101.764,980.881,1.0,101.631,1099.373,1.0,101.477,1213.694,1.0,105.663,1325.813,1.0,116.091,1430.555,1.0
657,156.983,323.726,1.0,143.219,432.455,1.0,129.248,543.916,1.0,117.653,654.821,1.0,113.589,762.354,1.0,106.728,872.533,1.0,101.684,980.566,1.0,101.727,1099.401,1.0,101.98,1215.675,1.0,104.668,1327.248,1.0,116.081,1430.092,1.0
658,156.895,323.315,1.0,139.511,428.062,1.0,130.203,543.623,1.0,119.953,654.744,1.0,113.559,762.147,1.0,106.958,872.948,1.0,101.635,980.431,1.0,101.653,1099.365,1.0,101.918,1215.606,1.0,104.666,1327.231,1.0,116.13,1430.578,1.0
659,156.966,322.354,1.0,140.169,427.438,1.0,129.927,542.781,1.0,117.433,653.84,1.0,113.585,761.824,1.0,107.068,873.221,1.0,101.764,980.816,1.0,101.71,1099.426,1.0,102.17,1216.288,1.0,104.627,1327.379,1.0,115.838,1430.147,1.0
660,157.124,323.125,1.0,140.068,427.292,1.0,131.155,542.047,1.0,118.475,652.46,1.0,113.542,761.823,1.0,107.147,873.103,1.0,101.635,980.316,1.0,101.792,1099.291,1.0,102.147,1216.234,1.0,104.269,1327.543,1.0,115.992,1430.185,1.0
661,157.056,323.116,1.0,140.098,427.462,1.0,131.234,541.898,1.0,118.142,649.821,1.0,114.098,761.479,1.0,107.146,873.084,1.0,101.766,980.445,1.0,101.829,1099.308,1.0,102.113,1216.102,1.0,107.247,1330.161,1.0,115.992,1430.803,1.0
