scorer,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000,DLC_resnet50_GnSsEnetSt01Jul8shuffle0_40000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1
bodyparts,point1,point1,point1,point2,point2,point2,point3,point3,point3,point4,point4,point4,point5,point5,point5,point6,point6,point6,point7,point7,point7,point8,point8,point8,point9,point9,point9,point10,point10,point10,point11,point11,point11,point12,point12,point12
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3613,192.871,52.141,1.0,191.081,64.973,1.0,191.692,79.736,1.0,191.237,96.391,1.0,189.332,113.463,1.0,184.419,128.364,1.0,182.382,144.664,1.0,176.547,158.704,1.0,170.728,175.427,1.0,158.987,190.626,1.0,152.078,202.248,1.0,141.87,213.76,1.0
3614,192.815,52.037,1.0,191.022,65.275,1.0,191.614,79.882,1.0,191.257,96.602,1.0,189.337,113.51,1.0,184.64,128.441,1.0,182.493,144.498,1.0,176.728,158.482,1.0,171.097,175.022,1.0,159.655,190.652,1.0,153.105,202.867,1.0,143.698,214.457,1.0
3615,192.882,52.031,1.0,191.107,65.108,1.0,191.751,79.973,1.0,191.321,96.678,1.0,189.215,113.34,1.0,184.398,128.271,1.0,182.274,144.553,1.0,176.074,158.24,1.0,170.151,174.511,1.0,160.999,190.154,1.0,150.339,201.997,1.0,141.138,213.128,1.0
3616,192.652,51.982,1.0,191.072,65.778,1.0,191.703,79.822,1.0,190.784,96.934,1.0,188.257,113.641,1.0,183.584,128.764,1.0,181.177,144.606,1.0,177.182,160.092,1.0,169.193,174.309,1.0,160.828,189.93,1.0,149.666,202.069,1.0,140.413,213.817,1.0
3617,192.745,51.933,1.0,191.133,65.629,1.0,191.752,79.646,1.0,190.791,96.969,1.0,188.263,113.671,1.0,183.492,128.672,1.0,180.782,144.648,1.0,176.455,160.228,1.0,168.626,173.919,1.0,159.678,189.078,1.0,148.66,201.45,1.0,139.286,212.978,1.0
3618,192.697,51.767,1.0,191.103,66.149,1.0,191.724,79.794,1.0,190.697,97.052,1.0,188.029,113.57,1.0,183.503,129.063,1.0,180.767,144.801,1.0,176.295,160.474,1.0,168.442,174.159,1.0,160.008,189.707,1.0,148.681,201.05,1.0,139.065,212.282,1.0
3619,192.66,51.842,1.0,191.108,65.895,1.0,191.707,79.709,1.0,190.702,97.092,1.0,188.274,113.716,1.0,183.646,129.184,1.0,181.231,144.949,1.0,176.804,160.516,1.0,168.81,174.932,1.0,160.081,190.213,1.0,149.473,201.663,1.0,140.068,213.21,1.0
3620,192.597,51.709,1.0,191.014,65.99,1.0,191.593,79.78,1.0,190.614,97.211,1.0,188.421,113.93,1.0,183.826,129.068,1.0,181.648,144.655,1.0,175.829,158.604,1.0,169.588,174.683,1.0,161.019,190.682,1.0,150.904,201.527,1.0,140.877,213.06,1.0
3621,192.535,51.629,1.0,191.042,66.06,1.0,191.727,79.763,1.0,190.806,97.166,1.0,188.492,113.884,1.0,183.972,129.096,1.0,181.93,144.694,1.0,176.107,158.573,1.0,170.056,174.495,1.0,161.829,190.719,1.0,151.486,202.07,1.0,141.655,213.921,1.0
3622,192.626,51.771,1.0,191.075,65.984,1.0,191.84,79.556,1.0,191.041,97.109,1.0,188.921,113.958,1.0,184.429,129.576,1.0,181.252,142.684,1.0,176.023,159.264,1.0,170.1,175.147,1.0,159.05,190.132,1.0,151.612,202.23,1.0,141.971,214.118,1.0
3623,192.621,51.667,1.0,191.058,65.987,1.0,191.818,79.697,1.0,190.911,97.069,1.0,188.788,113.885,1.0,184.318,129.177,1.0,182.003,144.828,1.0,176.07,158.915,1.0,169.903,174.515,1.0,161.489,190.103,1.0,150.464,201.449,1.0,140.957,212.946,1.0
3624,192.943,52.093,1.0,191.207,65.012,1.0,191.732,79.748,1.0,191.515,96.545,1.0,188.508,113.32,1.0,184.219,128.968,1.0,181.525,144.541,1.0,177.012,160.16,1.0,169.087,174.86,1.0,160.371,190.614,1.0,149.619,201.119,1.0,139.896,212.529,1.0
3625,192.939,52.142,1.0,191.224,65.012,1.0,191.805,79.749,1.0,191.343,96.695,1.0,188.53,113.527,1.0,183.905,129.126,1.0,181.397,144.867,1.0,176.973,160.569,1.0,169.18,175.291,1.0,160.947,191.119,1.0,150.269,201.567,1.0,140.458,212.632,1.0
3626,192.936,52.278,1.0,191.353,64.65,1.0,191.988,79.92,1.0,191.445,96.855,1.0,188.922,114.133,1.0,184.212,128.977,1.0,182.014,144.902,1.0,176.039,158.908,1.0,170.027,174.428,1.0,159.258,189.614,1.0,151.302,201.673,1.0,141.459,213.38,1.0
3627,192.918,52.174,1.0,191.236,64.916,1.0,191.878,79.841,1.0,191.367,96.816,1.0,188.828,113.833,1.0,184.261,129.026,1.0,182.073,144.872,1.0,176.028,158.983,1.0,170.016,174.445,1.0,159.289,189.706,1.0,151.71,202.175,1.0,141.742,213.738,1.0
3628,192.783,51.999,1.0,191.109,65.364,1.0,191.663,79.953,1.0,191.213,96.763,1.0,189.096,113.619,1.0,184.398,128.86,1.0,181.959,144.755,1.0,175.986,158.677,1.0,169.935,174.145,1.0,159.753,189.301,1.0,151.353,202.152,1.0,141.817,213.893,1.0
3629,192.757,52.018,1.0,191.124,65.514,1.0,191.63,80.039,1.0,191.156,96.827,1.0,189.078,113.624,1.0,184.227,128.935,1.0,181.781,144.867,1.0,175.874,158.819,1.0,169.639,174.315,1.0,159.004,189.356,1.0,150.833,201.28,1.0,141.205,212.844,1.0
3630,192.867,51.961,1.0,191.185,65.411,1.0,191.699,79.902,1.0,191.203,96.651,1.0,188.738,113.528,1.0,183.932,129.455,1.0,180.323,142.266,1.0,176.606,160.744,1.0,169.204,174.597,1.0,162.594,189.436,1.0,150.62,200.271,1.0,140.76,212.791,1.0
3631,192.866,51.959,1.0,191.15,65.38,1.0,191.679,79.872,1.0,191.176,96.644,1.0,188.718,113.651,1.0,183.896,129.541,1.0,180.296,142.178,1.0,176.107,160.846,1.0,168.817,174.662,1.0,161.044,189.403,1.0,149.519,200.511,1.0,140.218,212.47,1.0
3632,192.723,51.656,1.0,191.057,65.93,1.0,191.357,79.996,1.0,190.876,96.364,1.0,188.311,113.078,1.0,183.848,129.045,1.0,181.127,144.52,1.0,176.186,160.252,1.0,169.098,174.512,1.0,160.743,189.373,1.0,149.296,200.527,1.0,139.655,212.328,1.0
3633,192.95,52.172,1.0,191.297,64.69,1.0,191.986,79.53,1.0,191.373,96.233,1.0,189.124,113.295,1.0,184.056,128.54,1.0,181.637,144.701,1.0,176.997,160.205,1.0,169.109,174.032,1.0,161.079,188.848,1.0,148.951,200.978,1.0,139.372,211.913,1.0
3634,193.085,52.12,1.0,191.324,64.721,1.0,191.91,79.454,1.0,191.337,96.056,1.0,188.985,112.861,1.0,183.953,128.355,1.0,181.143,144.618,1.0,176.709,160.2,1.0,169.178,174.51,1.0,160.383,188.555,1.0,148.556,200.585,1.0,139.241,211.71,1.0
3635,193.089,52.208,1.0,191.393,64.597,1.0,191.952,79.563,1.0,191.369,96.153,1.0,188.871,112.878,1.0,184.071,127.989,1.0,181.213,144.354,1.0,176.91,160.165,1.0,169.074,173.841,1.0,159.51,188.216,1.0,148.303,200.824,1.0,138.907,211.892,1.0
3636,192.426,51.547,1.0,190.911,66.159,1.0,191.38,80.219,1.0,190.72,96.851,1.0,188.918,112.946,1.0,184.526,128.333,1.0,181.81,144.266,1.0,176.384,157.885,1.0,169.819,174.262,1.0,161.265,190.039,1.0,150.782,200.75,1.0,140.31,212.818,1.0
3637,192.443,51.735,1.0,191.082,65.949,1.0,191.947,79.675,1.0,191.007,96.815,1.0,189.095,113.284,1.0,184.596,128.659,1.0,181.89,144.6,1.0,176.504,158.602,1.0,170.014,174.836,1.0,162.395,191.277,1.0,151.145,201.31,1.0,140.951,213.028,1.0
3638,192.507,51.708,1.0,190.998,65.782,1.0,191.526,80.056,1.0,191.093,96.468,1.0,189.174,112.885,1.0,184.81,128.292,1.0,181.98,144.374,1.0,176.44,158.462,1.0,169.836,174.154,1.0,162.18,190.346,1.0,150.981,200.732,1.0,140.855,212.539,1.0
3639,192.442,51.555,1.0,191.156,66.308,1.0,191.33,80.214,1.0,190.736,96.353,1.0,188.665,112.593,1.0,184.316,128.277,1.0,181.382,144.096,1.0,176.095,157.883,1.0,169.361,173.162,1.0,160.424,189.499,1.0,149.856,201.341,1.0,139.937,212.737,1.0
3640,192.461,51.507,1.0,191.107,66.361,1.0,191.309,80.263,1.0,190.887,96.458,1.0,188.77,112.554,1.0,184.634,128.175,1.0,181.679,143.747,1.0,176.098,157.873,1.0,169.093,173.163,1.0,160.107,188.632,1.0,149.122,200.337,1.0,138.975,211.784,1.0
3641,192.472,51.653,1.0,191.043,66.186,1.0,191.356,80.318,1.0,190.873,96.674,1.0,188.629,113.116,1.0,184.156,128.536,1.0,181.432,144.24,1.0,176.972,159.842,1.0,168.815,173.476,1.0,159.472,188.496,1.0,148.589,200.419,1.0,138.759,211.882,1.0
3642,192.51,51.674,1.0,191.084,66.103,1.0,191.42,80.339,1.0,190.915,96.619,1.0,188.612,113.343,1.0,183.965,128.535,1.0,181.247,144.325,1.0,177.012,160.131,1.0,168.529,173.47,1.0,159.724,188.789,1.0,148.554,200.299,1.0,138.701,211.683,1.0
3643,192.521,51.629,1.0,191.088,66.081,1.0,191.441,80.364,1.0,190.909,96.771,1.0,188.687,113.588,1.0,184.115,128.953,1.0,181.356,144.554,1.0,176.878,160.154,1.0,168.579,174.124,1.0,159.7,189.766,1.0,148.75,200.34,1.0,138.354,211.798,1.0
3644,192.577,51.783,1.0,191.119,65.868,1.0,191.484,80.37,1.0,190.969,96.782,1.0,188.725,113.652,1.0,184.073,128.769,1.0,181.399,144.45,1.0,176.793,160.143,1.0,168.798,174.128,1.0,160.075,189.577,1.0,149.114,200.76,1.0,138.754,212.147,1.0
3645,192.523,51.768,1.0,191.063,65.91,1.0,192.063,79.436,1.0,191.057,96.912,1.0,188.989,113.905,1.0,184.106,129.004,1.0,181.731,144.611,1.0,176.989,160.215,1.0,169.015,174.639,1.0,159.65,189.868,1.0,149.008,200.871,1.0,138.575,212.584,1.0
3646,192.575,51.842,1.0,191.075,65.744,1.0,191.523,80.21,1.0,190.99,96.687,1.0,188.93,113.58,1.0,184.049,128.694,1.0,181.716,144.454,1.0,176.924,159.931,1.0,169.193,174.389,1.0,159.623,189.755,1.0,148.593,200.955,1.0,138.256,211.534,1.0
3647,192.602,51.746,1.0,191.043,65.852,1.0,191.488,80.119,1.0,190.962,96.506,1.0,188.935,113.439,1.0,183.889,128.609,1.0,181.427,144.381,1.0,176.822,159.923,1.0,168.543,173.711,1.0,159.316,189.348,1.0,147.701,200.275,1.0,137.881,211.221,1.0
3648,192.561,51.887,1.0,191.151,65.382,1.0,191.976,79.448,1.0,190.696,96.614,1.0,187.818,113.131,1.0,183.613,128.899,1.0,180.583,144.69,1.0,176.065,160.274,1.0,169.196,173.16,1.0,159.642,189.091,1.0,147.621,199.113,1.0,137.607,211.142,1.0
3649,192.521,51.969,1.0,191.19,65.52,1.0,192.092,79.664,1.0,190.934,96.833,1.0,188.04,113.226,1.0,183.758,128.67,1.0,180.973,144.533,1.0,176.489,160.313,1.0,169.425,173.52,1.0,158.693,189.712,1.0,147.395,200.116,1.0,137.522,211.856,1.0
3650,192.562,51.93,1.0,191.027,65.67,1.0,191.56,80.144,1.0,191.255,96.785,1.0,188.551,113.346,1.0,184.101,129.107,1.0,181.358,144.745,1.0,176.792,160.341,1.0,168.4,174.394,1.0,159.356,189.378,1.0,148.061,200.483,1.0,138.419,211.864,1.0
3651,192.546,51.9,1.0,190.997,65.563,1.0,191.557,80.114,1.0,191.176,96.656,1.0,188.654,113.193,1.0,184.24,128.451,1.0,181.434,144.474,1.0,177.202,160.1,1.0,169.236,174.503,1.0,160.247,189.282,1.0,149.084,201.194,1.0,139.333,212.293,1.0
3652,192.601,51.863,1.0,191.073,65.709,1.0,191.911,79.697,1.0,191.172,96.75,1.0,188.639,113.19,1.0,184.432,128.619,1.0,181.504,144.592,1.0,175.789,158.455,1.0,169.514,174.482,1.0,161.331,189.141,1.0,149.297,201.074,1.0,139.668,213.059,1.0
3653,192.614,51.973,1.0,191.258,65.642,1.0,192.14,79.855,1.0,191.278,96.858,1.0,188.829,113.314,1.0,184.707,128.391,1.0,181.632,144.392,1.0,175.918,158.245,1.0,169.745,174.215,1.0,160.549,188.916,1.0,148.961,201.48,1.0,139.555,213.284,1.0
3654,192.56,51.883,1.0,191.123,65.803,1.0,191.993,79.702,1.0,190.959,96.969,1.0,188.595,113.549,1.0,184.538,128.479,1.0,181.52,144.329,1.0,175.878,158.078,1.0,169.653,173.968,1.0,161.351,188.905,1.0,149.098,201.189,1.0,139.691,213.014,1.0
3655,192.518,51.867,1.0,191.16,65.874,1.0,192.047,79.852,1.0,190.908,96.897,1.0,188.483,113.483,1.0,184.416,128.587,1.0,181.519,144.265,1.0,175.704,157.924,1.0,169.456,173.412,1.0,161.804,187.723,1.0,149.104,200.648,1.0,140.039,212.975,1.0
3656,192.675,51.946,1.0,191.137,65.803,1.0,191.811,79.536,1.0,190.741,96.614,1.0,188.074,113.238,1.0,183.952,128.535,1.0,181.211,144.275,1.0,176.496,159.523,1.0,168.981,173.051,1.0,161.794,187.989,1.0,148.743,200.972,1.0,139.498,212.931,1.0
3657,192.537,51.77,1.0,191.053,65.998,1.0,191.856,79.619,1.0,190.956,96.697,1.0,188.545,113.516,1.0,184.207,129.043,1.0,181.49,144.564,1.0,176.819,159.735,1.0,168.985,173.606,1.0,162.28,188.907,1.0,149.225,200.808,1.0,139.744,212.871,1.0
3658,192.541,51.714,1.0,191.012,66.052,1.0,191.798,79.579,1.0,190.884,96.668,1.0,188.512,113.33,1.0,184.439,128.955,1.0,181.697,144.436,1.0,175.82,158.117,1.0,169.049,173.788,1.0,162.603,189.266,1.0,149.484,200.839,1.0,139.79,212.507,1.0
3659,192.528,51.758,1.0,191.047,65.999,1.0,191.845,79.703,1.0,190.968,96.733,1.0,188.6,113.428,1.0,184.363,128.695,1.0,181.592,144.377,1.0,175.735,158.009,1.0,169.086,173.484,1.0,162.135,189.127,1.0,149.339,201.032,1.0,139.612,212.566,1.0
3660,192.616,52.112,1.0,191.174,65.441,1.0,192.04,79.524,1.0,190.958,96.818,1.0,188.36,113.371,1.0,184.123,128.407,1.0,181.335,144.231,1.0,176.74,159.593,1.0,168.833,174.577,1.0,159.271,189.542,1.0,148.521,200.425,1.0,138.69,212.302,1.0
3661,192.672,52.235,1.0,191.172,65.272,1.0,191.647,80.18,1.0,190.936,96.762,1.0,188.332,113.412,1.0,184.037,128.27,1.0,181.369,144.24,1.0,176.968,159.574,1.0,168.742,174.473,1.0,159.583,190.078,1.0,149.174,200.287,1.0,139.023,212.469,1.0
3662,192.715,52.21,1.0,191.129,65.339,1.0,191.603,80.126,1.0,190.885,96.939,1.0,188.541,113.674,1.0,183.915,128.444,1.0,181.675,144.465,1.0,176.816,159.912,1.0,168.7,175.26,1.0,159.41,190.3,1.0,148.919,200.719,1.0,138.765,212.484,1.0
3663,192.623,52.038,1.0,191.092,65.625,1.0,191.52,80.227,1.0,190.862,96.95,1.0,188.621,113.75,1.0,183.986,128.538,1.0,181.794,144.434,1.0,177.269,159.782,1.0,169.1,174.357,1.0,159.363,189.387,1.0,149.504,201.063,1.0,139.51,212.654,1.0
3664,192.72,52.131,1.0,191.023,65.478,1.0,191.482,79.98,1.0,190.855,96.77,1.0,188.592,113.731,1.0,183.834,128.722,1.0,181.769,144.813,1.0,176.078,158.794,1.0,169.488,175.154,1.0,160.599,190.267,1.0,150.22,200.907,1.0,139.919,213.023,1.0
3665,192.736,52.208,1.0,190.997,65.202,1.0,191.546,79.864,1.0,190.802,96.663,1.0,188.6,113.58,1.0,183.928,128.314,1.0,181.818,144.396,1.0,176.099,158.154,1.0,169.358,174.411,1.0,160.196,190.213,1.0,149.932,200.925,1.0,139.585,212.846,1.0
3666,192.754,52.21,1.0,191.035,65.13,1.0,191.612,79.857,1.0,190.953,96.562,1.0,188.68,113.522,1.0,184.073,128.343,1.0,181.848,144.572,1.0,176.022,158.29,1.0,169.104,174.167,1.0,160.484,190.108,1.0,149.802,200.951,1.0,139.597,212.906,1.0
3667,192.772,52.045,1.0,191.026,65.336,1.0,191.605,79.937,1.0,191.033,96.469,1.0,188.6,113.277,1.0,184.061,128.299,1.0,181.602,144.488,1.0,177.192,160.275,1.0,168.833,173.296,1.0,159.589,189.597,1.0,149.365,201.835,1.0,139.224,213.631,1.0
3668,192.517,51.892,1.0,191.044,65.712,1.0,192.08,79.489,1.0,191.047,96.951,1.0,188.969,113.845,1.0,184.565,129.094,1.0,181.697,144.811,1.0,175.91,158.713,1.0,169.127,174.49,1.0,160.472,190.379,1.0,149.83,201.214,1.0,139.737,212.535,1.0
3669,192.68,51.971,1.0,190.987,65.617,1.0,191.493,79.965,1.0,191.082,96.504,1.0,188.853,113.186,1.0,184.34,128.822,1.0,181.648,144.601,1.0,175.888,158.567,1.0,169.476,174.634,1.0,160.582,189.893,1.0,150.036,201.782,1.0,140.363,213.223,1.0
3670,192.853,52.214,1.0,191.151,65.037,1.0,191.726,79.707,1.0,191.365,96.376,1.0,189.057,113.013,1.0,184.623,128.706,1.0,182.078,144.548,1.0,175.87,158.459,1.0,169.452,174.907,1.0,160.12,190.227,1.0,149.758,200.905,1.0,139.816,212.399,1.0
3671,192.797,52.071,1.0,191.053,65.225,1.0,191.722,79.712,1.0,191.366,96.406,1.0,189.103,112.95,1.0,184.71,128.608,1.0,182.013,144.335,1.0,175.819,158.166,1.0,169.193,173.824,1.0,160.473,189.625,1.0,149.201,200.512,1.0,139.08,211.875,1.0
3672,192.833,52.22,1.0,191.327,64.32,1.0,192.04,79.626,1.0,191.027,96.131,1.0,188.548,113.111,1.0,183.91,128.312,1.0,181.278,144.388,1.0,176.49,160.068,1.0,169.061,174.056,1.0,159.672,190.358,1.0,149.25,200.544,1.0,139.243,212.197,1.0
3673,192.756,52.175,1.0,191.454,64.586,1.0,192.129,79.924,1.0,191.197,96.891,1.0,188.842,114.016,1.0,183.994,128.756,1.0,181.559,144.651,1.0,176.336,160.344,1.0,168.45,174.765,1.0,159.101,190.091,1.0,148.697,200.289,1.0,138.575,211.061,1.0
3674,192.794,52.127,1.0,191.314,64.794,1.0,191.932,79.907,1.0,191.237,96.715,1.0,188.895,113.732,1.0,184.24,128.434,1.0,181.779,144.289,1.0,176.781,160.083,1.0,168.732,174.441,1.0,159.318,190.05,1.0,148.985,200.671,1.0,138.859,211.761,1.0
3675,192.829,52.181,1.0,191.288,64.573,1.0,191.987,79.635,1.0,191.498,96.342,1.0,189.053,113.15,1.0,184.409,128.295,1.0,181.963,144.404,1.0,175.861,158.355,1.0,168.938,174.43,1.0,159.475,190.026,1.0,148.926,201.057,1.0,138.989,211.866,1.0
3676,192.887,52.244,1.0,191.346,64.372,1.0,192.05,79.557,1.0,191.336,96.312,1.0,188.88,113.142,1.0,184.221,128.053,1.0,181.609,144.27,1.0,176.873,159.675,1.0,169.071,174.058,1.0,160.649,189.657,1.0,149.228,200.552,1.0,139.066,211.714,1.0
3677,192.878,52.172,1.0,191.307,64.471,1.0,192.036,79.575,1.0,191.311,96.417,1.0,188.942,113.301,1.0,184.252,128.105,1.0,181.509,144.318,1.0,177.078,159.808,1.0,169.025,173.824,1.0,160.748,189.657,1.0,149.366,200.61,1.0,139.591,212.279,1.0
3678,192.885,52.276,1.0,191.295,64.37,1.0,192.036,79.473,1.0,191.351,96.337,1.0,189.036,113.435,1.0,184.458,128.444,1.0,181.873,144.834,1.0,175.926,158.598,1.0,169.058,174.706,1.0,160.867,189.574,1.0,149.241,200.567,1.0,139.402,212.017,1.0
3679,192.907,52.246,1.0,191.246,64.439,1.0,191.96,79.419,1.0,191.213,96.181,1.0,188.927,112.949,1.0,184.477,128.193,1.0,181.852,144.488,1.0,175.926,158.34,1.0,169.125,174.183,1.0,159.838,189.866,1.0,148.723,201.115,1.0,138.806,212.295,1.0
3680,192.901,52.266,1.0,191.306,64.307,1.0,192.063,79.456,1.0,191.368,96.248,1.0,188.883,113.158,1.0,184.469,128.256,1.0,181.821,144.506,1.0,177.112,160.278,1.0,168.527,174.142,1.0,158.651,189.1,1.0,147.623,201.007,1.0,138.017,211.723,1.0
3681,192.89,52.192,1.0,191.232,64.364,1.0,192.02,79.472,1.0,191.242,96.17,1.0,188.784,113.261,1.0,184.166,128.155,1.0,181.626,144.543,1.0,177.041,160.384,1.0,168.473,174.168,1.0,158.553,188.989,1.0,147.382,200.538,1.0,137.61,211.575,1.0
3682,192.874,52.254,1.0,191.229,64.111,1.0,192.106,79.378,1.0,191.247,96.086,1.0,188.729,113.12,1.0,183.989,127.966,1.0,181.517,144.458,1.0,177.089,160.404,1.0,168.375,173.902,1.0,158.977,188.931,1.0,146.795,200.16,1.0,136.738,211.335,1.0
3683,192.842,52.308,1.0,191.3,64.034,1.0,192.135,79.434,1.0,191.305,96.135,1.0,188.73,113.33,1.0,183.547,128.005,1.0,181.217,144.467,1.0,176.685,160.067,1.0,168.294,173.938,1.0,159.26,188.621,1.0,147.132,199.617,1.0,137.321,211.247,1.0
3684,192.684,52.279,1.0,191.284,64.472,1.0,191.952,79.794,1.0,191.198,96.395,1.0,188.685,113.217,1.0,183.84,128.016,1.0,181.385,144.392,1.0,176.866,160.287,1.0,168.836,174.348,1.0,159.569,188.704,1.0,147.713,198.962,1.0,137.287,211.186,1.0
3685,192.531,52.021,1.0,191.184,64.929,1.0,191.827,80.009,1.0,191.105,96.619,1.0,188.547,113.381,1.0,183.876,128.275,1.0,181.371,144.318,1.0,176.847,160.277,1.0,168.849,173.878,1.0,158.979,189.015,1.0,148.103,200.558,1.0,138.284,212.243,1.0
3686,192.52,51.926,1.0,191.114,65.207,1.0,191.681,79.996,1.0,190.986,96.587,1.0,188.775,113.244,1.0,184.265,128.307,1.0,181.675,144.241,1.0,177.05,159.838,1.0,169.39,173.771,1.0,160.572,189.237,1.0,149.272,200.429,1.0,139.095,212.186,1.0
3687,192.691,52.046,1.0,191.203,64.78,1.0,191.886,79.797,1.0,191.259,96.54,1.0,189.03,113.452,1.0,184.314,128.45,1.0,182.058,144.574,1.0,176.072,158.475,1.0,169.452,174.19,1.0,161.299,189.257,1.0,149.746,200.541,1.0,139.408,212.351,1.0
3688,192.565,52.059,1.0,191.12,65.06,1.0,191.701,80.029,1.0,191.131,96.677,1.0,188.65,113.58,1.0,183.883,128.53,1.0,181.362,144.5,1.0,176.766,159.922,1.0,168.556,174.342,1.0,158.93,188.723,1.0,147.568,199.848,1.0,137.257,211.219,1.0
3689,192.605,51.991,1.0,190.993,65.344,1.0,191.525,80.082,1.0,190.813,96.647,1.0,188.183,113.53,1.0,183.135,129.012,1.0,180.625,144.965,1.0,175.655,160.743,1.0,168.862,172.822,1.0,157.536,189.062,1.0,146.208,199.757,1.0,135.892,210.98,1.0
3690,192.443,51.806,1.0,190.858,65.666,1.0,191.452,80.232,1.0,190.854,96.831,1.0,188.564,113.498,1.0,183.86,128.938,1.0,181.084,144.68,1.0,176.379,160.413,1.0,168.937,173.009,1.0,157.849,189.255,1.0,146.954,199.815,1.0,136.95,211.492,1.0
3691,192.701,52.188,1.0,191.07,64.962,1.0,191.619,80.003,1.0,190.991,96.596,1.0,188.424,113.57,1.0,183.883,128.664,1.0,181.4,144.774,1.0,176.569,160.876,1.0,168.517,173.985,1.0,159.857,189.199,1.0,148.894,200.048,1.0,138.868,211.991,1.0
3692,192.614,52.066,1.0,191.035,65.271,1.0,191.552,80.192,1.0,190.987,96.701,1.0,188.537,113.653,1.0,184.007,128.585,1.0,181.88,144.652,1.0,176.08,158.757,1.0,169.29,174.346,1.0,160.227,189.907,1.0,149.81,201.101,1.0,139.807,213.073,1.0
3693,192.332,51.79,1.0,191.006,65.904,1.0,191.938,79.954,1.0,190.912,96.883,1.0,188.907,114.074,1.0,184.34,129.255,1.0,182.031,144.925,1.0,176.113,158.979,1.0,169.444,174.495,1.0,161.059,190.432,1.0,150.098,201.022,1.0,140.007,212.882,1.0
3694,192.266,51.727,1.0,190.942,66.227,1.0,191.821,79.856,1.0,190.646,97.009,1.0,188.755,114.084,1.0,184.169,128.911,1.0,181.862,144.58,1.0,176.029,158.478,1.0,169.328,173.959,1.0,160.127,189.906,1.0,148.888,201.303,1.0,138.857,212.427,1.0
3695,192.371,51.788,1.0,190.989,66.044,1.0,191.801,79.713,1.0,190.729,96.557,1.0,188.554,113.281,1.0,184.222,128.193,1.0,181.598,144.099,1.0,176.924,159.593,1.0,168.954,173.04,1.0,159.868,188.095,1.0,147.713,199.568,1.0,137.793,211.54,1.0
3696,192.577,51.923,1.0,191.068,65.396,1.0,191.943,79.749,1.0,190.916,96.86,1.0,188.308,113.567,1.0,183.593,128.491,1.0,180.836,144.306,1.0,176.509,160.028,1.0,168.839,172.681,1.0,157.601,188.021,1.0,146.713,199.846,1.0,136.791,211.285,1.0
